version,size,kernel,lmul,l1d-load,l1d-misses,cachemiss-rate,time,speedup
reordered_tiling_v3,1024,2,4,233583146,2642450,1.131,0.693916,2.945
reordered_tiling_v3,1024,2,8,216064544,1398454,0.647,0.487579,4.191
reordered_tiling_v3,1024,4,1,268699242,9225060,3.433,1.979382,1.032
reordered_tiling_v3,1024,4,2,200083540,2579582,1.289,0.697498,2.929
reordered_tiling_v3,1024,4,4,165942876,1612293,0.972,0.478312,4.272
reordered_tiling_v3,1024,4,8,283338656,1545278,0.545,0.617994,3.306
reordered_tiling_v3,1024,8,1,235160029,10653547,4.53,2.007892,1.018
reordered_tiling_v3,1024,8,2,166653728,5789996,3.474,1.089111,1.876
reordered_tiling_v3,1024,8,4,334293744,7828083,2.342,1.546985,1.321
reordered_tiling_v3,1024,8,8,316987865,3928133,1.239,0.760175,2.688
reordered_tiling_v3,1024,16,1,303311476,115228072,37.99,4.372232,0.467
reordered_tiling_v3,1024,16,2,225911512,57277794,25.354,2.323802,0.879
reordered_tiling_v3,1024,16,4,304907346,30375216,9.962,1.477304,1.383
reordered_tiling_v3,1024,16,8,344394178,16694306,4.847,1.006151,2.031
reordered_tiling_v3,1024,2,1/2,473174102,27608112,5.835,3.96533,0.515
reordered_tiling_v3,1024,4,1/2,405702655,19032404,4.691,3.756987,0.544
reordered_tiling_v3,1024,8,1/2,371972892,16541749,4.447,3.003024,0.68
reordered_tiling_v3,1024,16,1/2,524794463,230684483,43.957,8.624716,0.237
reordered_tiling_v3,2048,2,1,2415338107,23406685,0.969,4.685256,3.048
reordered_tiling_v3,2048,2,2,1873912873,4947104,0.264,3.313096,4.31
reordered_tiling_v3,2048,2,4,1603814718,13189960,0.822,3.489065,4.092
reordered_tiling_v3,2048,2,8,1468007854,9703561,0.661,3.756882,3.801
reordered_tiling_v3,2048,4,1,1878112869,65775442,3.502,4.329502,3.298
reordered_tiling_v3,2048,4,2,1336660924,51269177,3.836,3.223975,4.429
reordered_tiling_v3,2048,4,4,1066748014,26466663,2.481,4.890355,2.92
reordered_tiling_v3,2048,4,8,2005918201,20121410,1.003,5.103839,2.798
reordered_tiling_v3,2048,8,1,1615564454,748607453,46.337,19.245376,0.742
reordered_tiling_v3,2048,8,2,1071640864,375036063,34.996,13.002138,1.098
reordered_tiling_v3,2048,8,4,2415508824,460846092,19.079,20.256554,0.705
reordered_tiling_v3,2048,8,8,2275625901,120643611,5.302,7.266961,1.965
reordered_tiling_v3,2048,16,1,2158963932,1100285766,50.964,39.278466,0.364
reordered_tiling_v3,2048,16,2,1544352319,543768371,35.21,20.881657,0.684
reordered_tiling_v3,2048,16,4,2177582799,284574468,13.068,12.953399,1.102
reordered_tiling_v3,2048,16,8,2494117311,153245261,6.144,8.817859,1.619
reordered_tiling_v3,2048,2,1/2,3498069253,16463689,0.471,6.513993,2.192
reordered_tiling_v3,2048,4,1/2,2961152021,88243223,2.98,6.591838,2.166
reordered_tiling_v3,2048,8,1/2,2703682882,1488824871,55.067,36.035789,0.396
reordered_tiling_v3,2048,16,1/2,3927163464,2148772868,54.716,76.363235,0.187
reordered_tiling_v3,4096,2,1,18257102815,89194473,0.489,34.454862,3.408
reordered_tiling_v3,4096,2,2,13941282746,24583963,0.176,25.878462,4.537
reordered_tiling_v3,4096,2,4,11797558215,78922688,0.669,27.623526,4.25
reordered_tiling_v3,4096,2,8,10707853888,74431422,0.695,29.023801,4.045
reordered_tiling_v3,4096,4,1,13960308689,512249345,3.669,32.511887,3.611
reordered_tiling_v3,4096,4,2,9645077882,379089068,3.93,25.300941,4.641
reordered_tiling_v3,4096,4,4,7494370194,206004132,2.749,36.66367,3.202
reordered_tiling_v3,4096,4,8,15008940202,157409096,1.049,40.858589,2.874
reordered_tiling_v3,4096,8,1,11855506002,6008864249,50.684,154.424844,0.76
reordered_tiling_v3,4096,8,2,7525717459,2995777000,39.807,101.554171,1.156
reordered_tiling_v3,4096,8,4,18279289810,3680329368,20.134,165.875754,0.708
reordered_tiling_v3,4096,8,8,17163977064,962268500,5.606,58.618404,2.003
reordered_tiling_v3,4096,16,1,16217841420,8797967579,54.249,342.235509,0.343
reordered_tiling_v3,4096,16,2,11310144829,4346899525,38.434,173.989343,0.675
reordered_tiling_v3,4096,16,4,16382376676,2270502129,13.859,107.4703,1.092
reordered_tiling_v3,4096,16,8,18914017432,1223659397,6.47,71.970235,1.631
reordered_tiling_v3,4096,2,1/2,26887587651,110363576,0.41,49.606394,2.367
reordered_tiling_v3,4096,4,1/2,22588792173,624558063,2.765,49.391247,2.377
reordered_tiling_v3,4096,8,1/2,20526395600,11930432768,58.122,294.150447,0.399
reordered_tiling_v3,4096,16,1/2,30319772239,17191538060,56.701,650.573221,0.18
