version,size,kernel,lmul,l1d-load,l1d-misses,cachemiss-rate,time,speedup
reordered_tiling_v3,1024,4,1/2,405702655,19032404,4.691,3.756987,4.325
reordered_tiling_v3,1024,8,1/2,371972892,16541749,4.447,3.003024,3.718
reordered_tiling_v3,1024,16,1/2,524794463,230684483,43.957,8.624716,1.211
reordered_tiling_v3,2048,2,1,2415338107,23406685,0.969,4.685256,38.753
reordered_tiling_v3,2048,2,2,1873912873,4947104,0.264,3.313096,33.318
reordered_tiling_v3,2048,2,4,1603814718,13189960,0.822,3.489065,22.824
reordered_tiling_v3,2048,2,8,1468007854,9703561,0.661,3.756882,11.245
reordered_tiling_v3,2048,4,1,1878112869,65775442,3.502,4.329502,23.402
reordered_tiling_v3,2048,4,2,1336660924,51269177,3.836,3.223975,19.131
reordered_tiling_v3,2048,4,4,1066748014,26466663,2.481,4.890355,8.724
reordered_tiling_v3,2048,4,8,2005918201,20121410,1.003,5.103839,5.043
reordered_tiling_v3,2048,8,1,1615564454,748607453,46.337,19.245376,3.529
reordered_tiling_v3,2048,8,2,1071640864,375036063,34.996,13.002138,2.972
reordered_tiling_v3,2048,8,4,2415508824,460846092,19.079,20.256554,2.213
reordered_tiling_v3,2048,8,8,2275625901,120643611,5.302,7.266961,2.659
reordered_tiling_v3,2048,16,1,2158963932,1100285766,50.964,39.278466,1.391
reordered_tiling_v3,2048,16,2,1544352319,543768371,35.21,20.881657,1.566
reordered_tiling_v3,2048,16,4,2177582799,284574468,13.068,12.953399,1.682
reordered_tiling_v3,2048,16,8,2494117311,153245261,6.144,8.817859,1.925
reordered_tiling_v3,2048,2,1/2,3498069253,16463689,0.471,6.513993,38.875
reordered_tiling_v3,2048,4,1/2,2961152021,88243223,2.98,6.591838,23.034
reordered_tiling_v3,2048,8,1/2,2703682882,1488824871,55.067,36.035789,3.06
reordered_tiling_v3,2048,16,1/2,3927163464,2148772868,54.716,76.363235,1.179
reordered_tiling_v3,4096,2,1,18257102815,89194473,0.489,34.454862,43.458
reordered_tiling_v3,4096,2,2,13941282746,24583963,0.176,25.878462,35.003
reordered_tiling_v3,4096,2,4,11797558215,78922688,0.669,27.623526,23.831
reordered_tiling_v3,4096,2,8,10707853888,74431422,0.695,29.023801,12.626
reordered_tiling_v3,4096,4,1,13960308689,512249345,3.669,32.511887,25.786
reordered_tiling_v3,4096,4,2,9645077882,379089068,3.93,25.300941,20.05
reordered_tiling_v3,4096,4,4,7494370194,206004132,2.749,36.66367,9.738
reordered_tiling_v3,4096,4,8,15008940202,157409096,1.049,40.858589,5.233
reordered_tiling_v3,4096,8,1,11855506002,6008864249,50.684,154.424844,3.675
reordered_tiling_v3,4096,8,2,7525717459,2995777000,39.807,101.554171,3.188
reordered_tiling_v3,4096,8,4,18279289810,3680329368,20.134,165.875754,2.262
reordered_tiling_v3,4096,8,8,17163977064,962268500,5.606,58.618404,2.745
reordered_tiling_v3,4096,16,1,16217841420,8797967579,54.249,342.235509,1.358
reordered_tiling_v3,4096,16,2,11310144829,4346899525,38.434,173.989343,1.572
reordered_tiling_v3,4096,16,4,16382376676,2270502129,13.859,107.4703,1.693
reordered_tiling_v3,4096,16,8,18914017432,1223659397,6.47,71.970235,1.963
reordered_tiling_v3,4096,2,1/2,26887587651,110363576,0.41,49.606394,42.69
reordered_tiling_v3,4096,4,1/2,22588792173,624558063,2.765,49.391247,25.388
reordered_tiling_v3,4096,8,1/2,20526395600,11930432768,58.122,294.150447,3.118
reordered_tiling_v3,4096,16,1/2,30319772239,17191538060,56.701,650.573221,1.186
